,site_id,latitude,longitude,elevation_in_meters,state,species_id,genus,species,common_name,kingdom,individual_id,phenophase_id,phenophase_description,first_yes_year,first_yes_month,first_yes_day,first_yes_doy,first_yes_julian_date,numdays_since_prior_no,last_yes_year,last_yes_month,last_yes_day,last_yes_doy,last_yes_julian_date,numdays_until_next_no
419,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166763,483,Leaves,2019,4,25,115,2458599,3,2019,5,22,142,2458626,1
420,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166763,483,Leaves,2019,5,24,144,2458628,1,2019,9,8,251,2458735,4
421,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166763,483,Leaves,2019,9,14,257,2458741,2,2019,9,14,257,2458741,1
422,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166763,483,Leaves,2019,9,20,263,2458747,5,2019,9,26,269,2458753,3
423,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166763,483,Leaves,2019,10,2,275,2458759,3,2019,10,2,275,2458759,1
424,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166763,483,Leaves,2019,10,5,278,2458762,2,2019,10,7,280,2458764,6
425,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166763,483,Leaves,2019,10,15,288,2458772,2,2019,10,19,292,2458776,1
426,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166763,483,Leaves,2019,10,23,296,2458780,3,2019,11,1,305,2458789,2
427,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166764,483,Leaves,2019,4,21,111,2458595,2,2019,5,22,142,2458626,1
428,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166764,483,Leaves,2019,5,26,146,2458630,3,2019,9,14,257,2458741,1
429,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166764,483,Leaves,2019,9,17,260,2458744,2,2019,9,26,269,2458753,3
430,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166764,483,Leaves,2019,10,2,275,2458759,3,2019,10,2,275,2458759,1
431,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166764,483,Leaves,2019,10,5,278,2458762,2,2019,10,7,280,2458764,6
432,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166764,483,Leaves,2019,10,15,288,2458772,2,2019,10,15,288,2458772,5
433,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166764,483,Leaves,2019,10,23,296,2458780,3,2019,11,3,307,2458791,1
434,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166765,483,Leaves,2019,4,21,111,2458595,2,2019,5,22,142,2458626,1
435,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166765,483,Leaves,2019,5,25,145,2458629,2,2019,9,8,251,2458735,4
436,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166765,483,Leaves,2019,9,14,257,2458741,2,2019,9,14,257,2458741,1
437,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166765,483,Leaves,2019,9,20,263,2458747,5,2019,9,26,269,2458753,3
438,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166765,483,Leaves,2019,10,2,275,2458759,3,2019,10,2,275,2458759,1
439,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166765,483,Leaves,2019,10,6,279,2458763,3,2019,10,7,280,2458764,6
440,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166765,483,Leaves,2019,10,15,288,2458772,2,2019,10,19,292,2458776,1
441,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166765,483,Leaves,2019,10,23,296,2458780,3,2019,11,1,305,2458789,2
442,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166766,483,Leaves,2019,4,21,111,2458595,2,2019,5,22,142,2458626,1
443,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166766,483,Leaves,2019,5,26,146,2458630,3,2019,9,8,251,2458735,4
444,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166766,483,Leaves,2019,9,14,257,2458741,2,2019,9,14,257,2458741,1
445,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166766,483,Leaves,2019,9,20,263,2458747,5,2019,9,26,269,2458753,3
446,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166766,483,Leaves,2019,10,2,275,2458759,3,2019,10,2,275,2458759,1
447,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166766,483,Leaves,2019,10,6,279,2458763,3,2019,10,7,280,2458764,6
448,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166766,483,Leaves,2019,10,15,288,2458772,2,2019,10,19,292,2458776,1
449,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166766,483,Leaves,2019,10,23,296,2458780,3,2019,11,3,307,2458791,1
450,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166766,483,Leaves,2019,11,7,311,2458795,3,2019,11,7,311,2458795,10
451,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166767,483,Leaves,2019,4,25,115,2458599,4,2019,5,22,142,2458626,1
452,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166767,483,Leaves,2019,5,29,149,2458633,6,2019,9,8,251,2458735,4
453,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166767,483,Leaves,2019,9,14,257,2458741,2,2019,9,14,257,2458741,1
454,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166767,483,Leaves,2019,9,20,263,2458747,5,2019,9,26,269,2458753,3
455,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166767,483,Leaves,2019,10,2,275,2458759,3,2019,10,2,275,2458759,1
456,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166767,483,Leaves,2019,10,6,279,2458763,3,2019,10,7,280,2458764,6
457,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166767,483,Leaves,2019,10,15,288,2458772,2,2019,10,19,292,2458776,1
458,21276,42.303822,-71.120308,13,MA,3,Acer,rubrum,red maple,Plantae,166767,483,Leaves,2019,10,23,296,2458780,3,2019,11,1,305,2458789,2
459,30971,30.391338,-88.775955,4,MS,3,Acer,rubrum,red maple,Plantae,169900,483,Leaves,2019,2,1,32,2458516,7,2019,2,1,32,2458516,14
460,30971,30.391338,-88.775955,4,MS,3,Acer,rubrum,red maple,Plantae,169900,483,Leaves,2019,2,26,57,2458541,11,2019,9,2,245,2458729,12
461,30971,30.391338,-88.775955,4,MS,3,Acer,rubrum,red maple,Plantae,169900,483,Leaves,2019,9,26,269,2458753,12,2019,9,26,269,2458753,8
462,30971,30.391338,-88.775955,4,MS,3,Acer,rubrum,red maple,Plantae,169901,483,Leaves,2019,2,26,57,2458541,11,2019,12,3,337,2458821,-9999
463,30971,30.391338,-88.775955,4,MS,3,Acer,rubrum,red maple,Plantae,169904,483,Leaves,2019,2,26,57,2458541,11,2019,12,3,337,2458821,-9999
464,31289,42.454601,-71.12426,39,MA,3,Acer,rubrum,red maple,Plantae,171880,483,Leaves,2019,4,23,113,2458597,12,2019,7,3,184,2458668,13
465,31289,42.454601,-71.12426,39,MA,3,Acer,rubrum,red maple,Plantae,171880,483,Leaves,2019,8,14,226,2458710,14,2019,10,16,289,2458773,5
466,22467,30.1873,-93.249413,2,LA,3,Acer,rubrum,red maple,Plantae,172099,483,Leaves,2019,7,11,192,2458676,174,2019,11,8,312,2458796,-9999
467,22467,30.1873,-93.249413,2,LA,3,Acer,rubrum,red maple,Plantae,172100,483,Leaves,2019,7,11,192,2458676,-9999,2019,8,21,233,2458717,-9999
468,31336,36.901581,-76.200203,8,VA,3,Acer,rubrum,red maple,Plantae,172113,483,Leaves,2019,3,31,90,2458574,21,2019,11,25,329,2458813,22
469,31337,36.901581,-76.200203,8,VA,3,Acer,rubrum,red maple,Plantae,172123,483,Leaves,2019,3,31,90,2458574,21,2019,11,25,329,2458813,22
470,31338,36.901581,-76.200203,8,VA,3,Acer,rubrum,red maple,Plantae,172127,483,Leaves,2019,4,18,108,2458592,18,2019,11,4,308,2458792,21
471,31362,35.616035,-82.563438,636,NC,3,Acer,rubrum,red maple,Plantae,172236,483,Leaves,2019,4,21,111,2458595,18,2019,10,12,285,2458769,8
472,31362,35.616035,-82.563438,636,NC,3,Acer,rubrum,red maple,Plantae,172236,483,Leaves,2019,10,27,300,2458784,7,2019,11,24,328,2458812,20
473,31362,35.616035,-82.563438,636,NC,3,Acer,rubrum,red maple,Plantae,172240,483,Leaves,2019,4,21,111,2458595,18,2019,11,24,328,2458812,20
474,31362,35.616035,-82.563438,636,NC,3,Acer,rubrum,red maple,Plantae,172241,483,Leaves,2019,4,21,111,2458595,18,2019,11,24,328,2458812,20
475,31362,35.616035,-82.563438,636,NC,3,Acer,rubrum,red maple,Plantae,172266,483,Leaves,2019,4,21,111,2458595,18,2019,11,24,328,2458812,20
476,31410,36.213821,-81.68174,970,NC,3,Acer,rubrum,red maple,Plantae,172385,483,Leaves,2019,4,25,115,2458599,8,2019,11,22,326,2458810,-9999
477,31410,36.213821,-81.68174,970,NC,3,Acer,rubrum,red maple,Plantae,172386,483,Leaves,2019,4,25,115,2458599,8,2019,11,22,326,2458810,-9999
478,31410,36.213821,-81.68174,970,NC,3,Acer,rubrum,red maple,Plantae,172387,483,Leaves,2019,4,25,115,2458599,8,2019,11,22,326,2458810,-9999
479,31410,36.213821,-81.68174,970,NC,3,Acer,rubrum,red maple,Plantae,172388,483,Leaves,2019,4,25,115,2458599,8,2019,11,22,326,2458810,-9999
480,31410,36.213821,-81.68174,970,NC,3,Acer,rubrum,red maple,Plantae,172389,483,Leaves,2019,4,25,115,2458599,8,2019,11,22,326,2458810,-9999
481,31593,38.046703,-81.113167,565,WV,3,Acer,rubrum,red maple,Plantae,173078,483,Leaves,2019,3,11,70,2458554,12,2019,4,9,99,2458583,-9999
482,31589,38.046703,-81.113167,565,WV,3,Acer,rubrum,red maple,Plantae,173225,483,Leaves,2019,4,16,106,2458590,7,2019,4,16,106,2458590,-9999
483,31164,44.38039,-68.064758,48,ME,3,Acer,rubrum,red maple,Plantae,173514,483,Leaves,2019,7,3,184,2458668,-9999,2019,8,7,219,2458703,57
484,31164,44.38039,-68.064758,48,ME,3,Acer,rubrum,red maple,Plantae,173516,483,Leaves,2019,5,30,150,2458634,-9999,2019,8,7,219,2458703,-9999
485,31164,44.38039,-68.064758,48,ME,3,Acer,rubrum,red maple,Plantae,173522,483,Leaves,2019,7,3,184,2458668,-9999,2019,8,7,219,2458703,-9999
486,28398,35.273556,-82.705193,648,NC,3,Acer,rubrum,red maple,Plantae,174397,483,Leaves,2019,3,15,74,2458558,7,2019,3,15,74,2458558,-9999
487,31923,47.4286,-94.895966,410,MN,3,Acer,rubrum,red maple,Plantae,174406,483,Leaves,2019,5,21,141,2458625,5,2019,8,28,240,2458724,-9999
488,32172,44.914402,-93.232208,258,MN,3,Acer,rubrum,red maple,Plantae,176030,483,Leaves,2019,4,24,114,2458598,14,2019,6,12,163,2458647,8
489,32172,44.914402,-93.232208,258,MN,3,Acer,rubrum,red maple,Plantae,176030,483,Leaves,2019,7,10,191,2458675,14,2019,12,5,339,2458823,12
490,32185,43.334846,-70.548027,15,ME,3,Acer,rubrum,red maple,Plantae,176055,483,Leaves,2019,5,14,134,2458618,7,2019,10,15,288,2458772,14
491,32187,43.335213,-70.545807,0,ME,3,Acer,rubrum,red maple,Plantae,176983,483,Leaves,2019,5,15,135,2458619,7,2019,7,26,207,2458691,65
492,32187,43.335213,-70.545807,0,ME,3,Acer,rubrum,red maple,Plantae,176984,483,Leaves,2019,5,15,135,2458619,7,2019,9,13,256,2458740,16
493,32187,43.335213,-70.545807,0,ME,3,Acer,rubrum,red maple,Plantae,176985,483,Leaves,2019,5,15,135,2458619,7,2019,9,13,256,2458740,16
494,28590,30.397776,-88.757156,4,MS,3,Acer,rubrum,red maple,Plantae,177056,483,Leaves,2019,2,27,58,2458542,12,2019,6,8,159,2458643,3
495,28590,30.397776,-88.757156,4,MS,3,Acer,rubrum,red maple,Plantae,177056,483,Leaves,2019,6,24,175,2458659,13,2019,11,18,322,2458806,-9999
496,32356,36.901581,-76.200203,8,VA,3,Acer,rubrum,red maple,Plantae,177269,483,Leaves,2019,3,24,83,2458567,28,2019,11,16,320,2458804,21
497,30928,35.963905,-75.631966,2,NC,3,Acer,rubrum,red maple,Plantae,177518,483,Leaves,2019,4,18,108,2458592,48,2019,5,27,147,2458631,-9999
498,32373,36.906773,-76.208481,2,VA,3,Acer,rubrum,red maple,Plantae,177566,483,Leaves,2019,4,3,93,2458577,16,2019,11,11,315,2458799,20
499,32374,36.906773,-76.208481,2,VA,3,Acer,rubrum,red maple,Plantae,177570,483,Leaves,2019,4,3,93,2458577,16,2019,12,1,335,2458819,21
500,32375,36.906773,-76.208481,2,VA,3,Acer,rubrum,red maple,Plantae,177580,483,Leaves,2019,4,27,117,2458601,24,2019,10,22,295,2458779,20
501,32392,36.901581,-76.200203,8,VA,3,Acer,rubrum,red maple,Plantae,177852,483,Leaves,2019,1,19,19,2458503,-9999,2019,1,19,19,2458503,21
502,32392,36.901581,-76.200203,8,VA,3,Acer,rubrum,red maple,Plantae,177852,483,Leaves,2019,4,14,104,2458588,21,2019,12,29,363,2458847,-9999
503,32393,36.906773,-76.208481,2,VA,3,Acer,rubrum,red maple,Plantae,177862,483,Leaves,2019,4,14,104,2458588,21,2019,12,7,341,2458825,22
504,27557,42.455467,-72.681145,266,MA,3,Acer,rubrum,red maple,Plantae,179295,483,Leaves,2019,8,30,242,2458726,-9999,2019,11,9,313,2458797,-9999
505,27557,42.455467,-72.681145,266,MA,3,Acer,rubrum,red maple,Plantae,179296,483,Leaves,2019,8,30,242,2458726,-9999,2019,9,13,256,2458740,57
506,27557,42.455467,-72.681145,266,MA,3,Acer,rubrum,red maple,Plantae,179298,483,Leaves,2019,8,30,242,2458726,-9999,2019,9,13,256,2458740,57
507,27557,42.455467,-72.681145,266,MA,3,Acer,rubrum,red maple,Plantae,179299,483,Leaves,2019,8,30,242,2458726,-9999,2019,9,13,256,2458740,57
508,32634,35.977894,-79.016479,132,NC,3,Acer,rubrum,red maple,Plantae,180418,483,Leaves,2019,3,31,90,2458574,5,2019,4,13,103,2458587,-9999
509,32634,35.977894,-79.016479,132,NC,3,Acer,rubrum,red maple,Plantae,180419,483,Leaves,2019,3,24,83,2458567,2,2019,4,13,103,2458587,-9999
510,32634,35.977894,-79.016479,132,NC,3,Acer,rubrum,red maple,Plantae,180420,483,Leaves,2019,3,12,71,2458555,2,2019,3,12,71,2458555,2
511,32634,35.977894,-79.016479,132,NC,3,Acer,rubrum,red maple,Plantae,180420,483,Leaves,2019,3,26,85,2458569,2,2019,3,31,90,2458574,1
512,32634,35.977894,-79.016479,132,NC,3,Acer,rubrum,red maple,Plantae,180420,483,Leaves,2019,4,3,93,2458577,2,2019,4,9,99,2458583,4
513,32635,35.994949,-79.008698,136,NC,3,Acer,rubrum,red maple,Plantae,180427,483,Leaves,2019,3,31,90,2458574,3,2019,3,31,90,2458574,3
514,32635,35.994949,-79.008698,136,NC,3,Acer,rubrum,red maple,Plantae,180427,483,Leaves,2019,4,4,94,2458578,1,2019,4,13,103,2458587,-9999
515,32635,35.994949,-79.008698,136,NC,3,Acer,rubrum,red maple,Plantae,180428,483,Leaves,2019,3,21,80,2458564,2,2019,3,21,80,2458564,3
516,32635,35.994949,-79.008698,136,NC,3,Acer,rubrum,red maple,Plantae,180428,483,Leaves,2019,3,27,86,2458570,3,2019,3,27,86,2458570,1
517,32635,35.994949,-79.008698,136,NC,3,Acer,rubrum,red maple,Plantae,180428,483,Leaves,2019,3,31,90,2458574,3,2019,4,13,103,2458587,-9999
518,32635,35.994949,-79.008698,136,NC,3,Acer,rubrum,red maple,Plantae,180429,483,Leaves,2019,3,31,90,2458574,3,2019,4,13,103,2458587,-9999
519,29265,30.400648,-88.645096,0,MS,3,Acer,rubrum,red maple,Plantae,180464,483,Leaves,2019,3,8,67,2458551,15,2019,8,29,241,2458725,-9999
520,32655,30.167885,-93.229988,0,LA,3,Acer,rubrum,red maple,Plantae,180472,483,Leaves,2019,2,24,55,2458539,8,2019,8,25,237,2458721,101
521,29265,30.400648,-88.645096,0,MS,3,Acer,rubrum,red maple,Plantae,180760,483,Leaves,2019,2,21,52,2458536,6,2019,8,29,241,2458725,-9999
522,32738,34.419605,-119.879829,5,CA,3,Acer,rubrum,red maple,Plantae,180778,483,Leaves,2019,1,17,17,2458501,-9999,2019,1,18,18,2458502,1
523,32779,36.487606,-75.865494,0,NC,3,Acer,rubrum,red maple,Plantae,180882,483,Leaves,2019,4,4,94,2458578,4,2019,4,12,102,2458586,-9999
524,25901,30.05377,-89.880486,0,LA,3,Acer,rubrum,red maple,Plantae,180936,483,Leaves,2019,1,30,30,2458514,9,2019,1,30,30,2458514,20
525,25901,30.05377,-89.880486,0,LA,3,Acer,rubrum,red maple,Plantae,180936,483,Leaves,2019,2,25,56,2458540,6,2019,11,19,323,2458807,11
526,32812,40.406452,-104.685745,1430,CO,3,Acer,rubrum,red maple,Plantae,181524,483,Leaves,2019,3,4,63,2458547,7,2019,3,22,81,2458565,-9999
527,28729,40.202297,-77.196671,144,PA,3,Acer,rubrum,red maple,Plantae,181562,483,Leaves,2019,3,21,80,2458564,2,2019,4,2,92,2458576,5
528,25901,30.05377,-89.880486,0,LA,3,Acer,rubrum,red maple,Plantae,181577,483,Leaves,2019,3,6,65,2458549,9,2019,11,30,334,2458818,4
529,28729,40.202297,-77.196671,144,PA,3,Acer,rubrum,red maple,Plantae,181587,483,Leaves,2019,4,4,94,2458578,3,2019,4,10,100,2458584,-9999
530,28729,40.202297,-77.196671,144,PA,3,Acer,rubrum,red maple,Plantae,181591,483,Leaves,2019,4,8,98,2458582,2,2019,4,8,98,2458582,-9999
531,28729,40.202297,-77.196671,144,PA,3,Acer,rubrum,red maple,Plantae,181595,483,Leaves,2019,4,9,99,2458583,3,2019,4,9,99,2458583,-9999
532,32836,40.423313,-104.709129,1423,CO,3,Acer,rubrum,red maple,Plantae,181612,483,Leaves,2019,4,8,98,2458582,4,2019,4,9,99,2458583,1
533,32843,40.406837,-104.693359,1443,CO,3,Acer,rubrum,red maple,Plantae,181635,483,Leaves,2019,2,6,37,2458521,-9999,2019,2,6,37,2458521,2
534,32843,40.406837,-104.693359,1443,CO,3,Acer,rubrum,red maple,Plantae,181635,483,Leaves,2019,2,14,45,2458529,3,2019,2,27,58,2458542,5
535,32843,40.406837,-104.693359,1443,CO,3,Acer,rubrum,red maple,Plantae,181635,483,Leaves,2019,3,20,79,2458563,2,2019,4,17,107,2458591,-9999
536,28729,40.202297,-77.196671,144,PA,3,Acer,rubrum,red maple,Plantae,181642,483,Leaves,2019,3,26,85,2458569,5,2019,4,10,100,2458584,-9999
537,32872,39.771435,-86.484055,275,IN,3,Acer,rubrum,red maple,Plantae,182203,483,Leaves,2019,4,25,115,2458599,6,2019,4,25,115,2458599,-9999
538,32944,30.320423,-89.935104,2,LA,3,Acer,rubrum,red maple,Plantae,182316,483,Leaves,2019,3,11,70,2458554,14,2019,4,3,93,2458577,-9999
539,33012,42.011364,-93.638145,276,IA,3,Acer,rubrum,red maple,Plantae,182649,483,Leaves,2019,5,3,123,2458607,15,2019,9,13,256,2458740,56
540,32990,45.42263,-122.475632,185,OR,3,Acer,rubrum,red maple,Plantae,183208,483,Leaves,2019,3,30,89,2458573,14,2019,11,3,307,2458791,13
541,32986,43.864231,-69.622574,57,ME,3,Acer,rubrum,red maple,Plantae,184025,483,Leaves,2019,7,7,188,2458672,81,2019,10,8,281,2458765,-9999
542,33054,39.011902,-98.484245,462,KS,3,Acer,rubrum,red maple,Plantae,184054,483,Leaves,2019,3,21,80,2458564,13,2019,3,27,86,2458570,-9999
543,16876,41.745537,-74.119392,89,NY,3,Acer,rubrum,red maple,Plantae,184151,483,Leaves,2019,4,23,113,2458597,6,2019,9,14,257,2458741,3
544,16876,41.745537,-74.119392,89,NY,3,Acer,rubrum,red maple,Plantae,184151,483,Leaves,2019,9,30,273,2458757,13,2019,10,29,302,2458786,1
545,32944,30.320423,-89.935104,2,LA,3,Acer,rubrum,red maple,Plantae,184316,483,Leaves,2019,4,1,91,2458575,-9999,2019,4,3,93,2458577,-9999
546,32944,30.320423,-89.935104,2,LA,3,Acer,rubrum,red maple,Plantae,184317,483,Leaves,2019,4,1,91,2458575,-9999,2019,4,3,93,2458577,-9999
547,32944,30.320423,-89.935104,2,LA,3,Acer,rubrum,red maple,Plantae,184318,483,Leaves,2019,4,1,91,2458575,-9999,2019,4,3,93,2458577,-9999
548,32944,30.320423,-89.935104,2,LA,3,Acer,rubrum,red maple,Plantae,184319,483,Leaves,2019,4,1,91,2458575,-9999,2019,4,3,93,2458577,-9999
549,32944,30.320423,-89.935104,2,LA,3,Acer,rubrum,red maple,Plantae,184320,483,Leaves,2019,4,1,91,2458575,-9999,2019,4,3,93,2458577,-9999
550,32944,30.320423,-89.935104,2,LA,3,Acer,rubrum,red maple,Plantae,184321,483,Leaves,2019,4,1,91,2458575,-9999,2019,4,3,93,2458577,-9999
551,32944,30.320423,-89.935104,2,LA,3,Acer,rubrum,red maple,Plantae,184322,483,Leaves,2019,4,1,91,2458575,-9999,2019,4,3,93,2458577,-9999
552,32944,30.320423,-89.935104,2,LA,3,Acer,rubrum,red maple,Plantae,184323,483,Leaves,2019,4,1,91,2458575,-9999,2019,4,3,93,2458577,-9999
553,32959,30.386005,-89.465317,0,MS,3,Acer,rubrum,red maple,Plantae,185376,483,Leaves,2019,3,10,69,2458553,-9999,2019,4,28,118,2458602,-9999
554,32959,30.386005,-89.465317,0,MS,3,Acer,rubrum,red maple,Plantae,185377,483,Leaves,2019,3,10,69,2458553,-9999,2019,3,20,79,2458563,7
555,32959,30.386005,-89.465317,0,MS,3,Acer,rubrum,red maple,Plantae,185377,483,Leaves,2019,4,3,93,2458577,7,2019,4,28,118,2458602,-9999
556,32959,30.386005,-89.465317,0,MS,3,Acer,rubrum,red maple,Plantae,185378,483,Leaves,2019,3,13,72,2458556,-9999,2019,3,20,79,2458563,7
557,32959,30.386005,-89.465317,0,MS,3,Acer,rubrum,red maple,Plantae,185378,483,Leaves,2019,4,3,93,2458577,7,2019,4,28,118,2458602,-9999
558,32789,40.73082,-73.99733,5,NY,3,Acer,rubrum,red maple,Plantae,185466,483,Leaves,2019,4,12,102,2458586,34,2019,9,30,273,2458757,2
559,32789,40.73082,-73.99733,5,NY,3,Acer,rubrum,red maple,Plantae,185466,483,Leaves,2019,10,10,283,2458767,3,2019,10,10,283,2458767,7
560,32789,40.73082,-73.99733,5,NY,3,Acer,rubrum,red maple,Plantae,185466,483,Leaves,2019,10,18,291,2458775,1,2019,10,21,294,2458778,1
561,32789,40.73082,-73.99733,5,NY,3,Acer,rubrum,red maple,Plantae,185466,483,Leaves,2019,10,28,301,2458785,6,2019,11,6,310,2458794,1
562,32789,40.73082,-73.99733,5,NY,3,Acer,rubrum,red maple,Plantae,185466,483,Leaves,2019,11,11,315,2458799,4,2019,11,27,331,2458815,11
563,33193,42.565826,-76.250557,365,NY,3,Acer,rubrum,red maple,Plantae,185624,483,Leaves,2019,4,24,114,2458598,13,2019,4,24,114,2458598,-9999
564,33269,41.124557,-73.730301,182,NY,3,Acer,rubrum,red maple,Plantae,186307,483,Leaves,2019,4,23,113,2458597,12,2019,4,23,113,2458597,-9999
565,33333,44.658932,-68.524338,50,ME,3,Acer,rubrum,red maple,Plantae,188035,483,Leaves,2019,5,29,149,2458633,11,2019,9,10,253,2458737,-9999
566,33374,35.236023,-82.729073,652,NC,3,Acer,rubrum,red maple,Plantae,188172,483,Leaves,2019,4,3,93,2458577,14,2019,4,3,93,2458577,-9999
567,17442,40.709988,-81.885353,327,OH,3,Acer,rubrum,red maple,Plantae,188387,483,Leaves,2019,4,27,117,2458601,9,2019,10,28,301,2458785,7
568,33370,35.236019,-82.730095,654,NC,3,Acer,rubrum,red maple,Plantae,188542,483,Leaves,2019,3,26,85,2458569,-9999,2019,3,26,85,2458569,-9999
569,32813,42.402618,-71.184654,78,MA,3,Acer,rubrum,red maple,Plantae,188737,483,Leaves,2019,4,8,98,2458582,-9999,2019,4,8,98,2458582,6
570,32813,42.402618,-71.184654,78,MA,3,Acer,rubrum,red maple,Plantae,188737,483,Leaves,2019,5,16,136,2458620,32,2019,6,23,174,2458658,-9999
571,32907,42.401852,-71.188095,84,MA,3,Acer,rubrum,red maple,Plantae,188778,483,Leaves,2019,5,19,139,2458623,-9999,2019,6,23,174,2458658,-9999
572,32907,42.401852,-71.188095,84,MA,3,Acer,rubrum,red maple,Plantae,188779,483,Leaves,2019,5,3,123,2458607,7,2019,6,23,174,2458658,-9999
573,32907,42.401852,-71.188095,84,MA,3,Acer,rubrum,red maple,Plantae,188780,483,Leaves,2019,5,3,123,2458607,-9999,2019,6,23,174,2458658,-9999
574,32907,42.401852,-71.188095,84,MA,3,Acer,rubrum,red maple,Plantae,188781,483,Leaves,2019,5,28,148,2458632,37,2019,6,23,174,2458658,-9999
575,32907,42.401852,-71.188095,84,MA,3,Acer,rubrum,red maple,Plantae,188782,483,Leaves,2019,5,3,123,2458607,12,2019,6,23,174,2458658,-9999
576,32907,42.401852,-71.188095,84,MA,3,Acer,rubrum,red maple,Plantae,188783,483,Leaves,2019,4,21,111,2458595,-9999,2019,6,23,174,2458658,-9999
577,32907,42.401852,-71.188095,84,MA,3,Acer,rubrum,red maple,Plantae,188784,483,Leaves,2019,5,28,148,2458632,-9999,2019,6,23,174,2458658,-9999
578,32907,42.401852,-71.188095,84,MA,3,Acer,rubrum,red maple,Plantae,188785,483,Leaves,2019,5,16,136,2458620,-9999,2019,6,23,174,2458658,-9999
579,32893,40.811333,-82.023102,329,OH,3,Acer,rubrum,red maple,Plantae,188818,483,Leaves,2019,8,31,243,2458727,151,2019,8,31,243,2458727,-9999
580,33401,30.004747,-90.094208,0,LA,3,Acer,rubrum,red maple,Plantae,189676,483,Leaves,2019,8,1,213,2458697,-9999,2019,12,18,352,2458836,-9999
581,33495,34.941525,-84.152794,644,GA,3,Acer,rubrum,red maple,Plantae,189772,483,Leaves,2019,4,23,113,2458597,12,2019,5,6,126,2458610,-9999
582,33269,41.124557,-73.730301,182,NY,3,Acer,rubrum,red maple,Plantae,189781,483,Leaves,2019,4,23,113,2458597,12,2019,4,23,113,2458597,-9999
583,33269,41.124557,-73.730301,182,NY,3,Acer,rubrum,red maple,Plantae,189782,483,Leaves,2019,4,23,113,2458597,12,2019,4,23,113,2458597,-9999
584,33269,41.124557,-73.730301,182,NY,3,Acer,rubrum,red maple,Plantae,189783,483,Leaves,2019,4,23,113,2458597,12,2019,4,23,113,2458597,-9999
585,33269,41.124557,-73.730301,182,NY,3,Acer,rubrum,red maple,Plantae,189784,483,Leaves,2019,4,23,113,2458597,12,2019,4,23,113,2458597,-9999
586,33394,41.742821,-111.809052,1457,UT,3,Acer,rubrum,red maple,Plantae,190159,483,Leaves,2019,4,25,115,2458599,3,2019,6,3,154,2458638,-9999
